34
713	1071
763	449
879	211	12.2998
1142	385	38.1623
549	173	14.5101
903	739	8.66576
857	520	16.6507
651	1124	10.0328
350	836	7.10507
630	799	9.03569
928	698	7.64423
1002	186	21.4658
646	514	10.423
855	135	14.9201
397	1059	9.97418
204	393	18.4456
782	874	6.80243
137	982	22.4263
559	565	13.2101
565	694	14.1999
276	856	3.98678
718	211	25.7066
820	895	7.98778
70	1096	20.6538
418	389	24.0013
620	42	20.1747
448	906	21.3811
639	735	7.3923
228	886	8.49789
459	178	12.192
477	1068	14.3938
247	1008	14.2598
867	432	15.913
982	975	34.6842
234	481	13.4147
292	842	3.53736
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
