34
715	737
1135	846
107	842	12.7624
784	1100	23.8269
181	1099	19.18
159	424	9.18565
727	322	38.7229
316	179	14.708
516	829	22.9357
285	16	12.2496
655	590	9.91003
177	30	11.5939
415	77	15.3502
366	775	11.2164
648	894	15.9661
213	419	9.75515
553	528	16.682
62	951	4.49867
938	495	14.2666
362	647	4.36893
16	296	17.1092
955	1015	11.0116
362	717	11.5011
359	933	24.7048
180	763	19.384
59	409	18.4998
31	929	5.50554
505	330	23.7177
391	649	4.49731
887	585	15.1978
731	120	31.3683
700	667	8.93141
54	112	20.6572
374	274	14.299
1111	1104	21.8227
942	1105	15.6665
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
