34
865	386
152	187
215	305	35.9625
123	212	14.0092
1060	141	47.4724
359	571	41.4191
687	321	37.4796
329	931	20.1541
602	435	16.9788
353	985	18.1202
1	503	39.2368
104	260	18.8177
120	781	31.4793
407	297	22.4047
40	342	36.5846
786	870	44.7243
941	1014	45.4292
107	561	35.4312
760	535	46.6049
354	1118	43.4919
171	706	33.5305
1062	1075	50.2686
327	126	65.6801
153	458	35.5733
71	675	34.4897
1086	733	117.625
439	906	41.7311
14	42	62.2416
341	295	25.8175
1123	2	57.5766
262	637	19.3895
675	775	48.2625
569	301	21.4783
642	457	14.4821
214	630	17.8503
509	312	18.4352
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
