34
738	104
655	1058
900	133	39.4961
943	472	10.3541
303	656	31.5246
1070	424	15.288
430	9	28.3424
352	414	31.4142
299	969	15.685
973	450	8.87208
740	890	45.3659
547	236	35.3489
669	606	34.2531
458	660	39.5812
857	0	30.9147
1095	553	14.3466
352	889	10.6401
610	432	40.9034
1054	476	14.4297
337	100	32.8916
1076	304	30.7448
800	510	14.6482
226	159	36.3742
695	87	13.3933
911	692	6.4714
872	513	21.4257
482	345	35.6374
754	72	9.59354
97	876	32.8287
202	828	26.4775
167	647	30.8243
1065	606	16.0597
2	9	71.7544
613	764	34.5993
936	700	6.28148
303	907	13.4075
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
