34
470	951
835	549
1122	540	14.2932
57	468	20.6262
1104	195	9.24345
98	210	4.2897
190	1055	39.9895
694	40	31.0274
98	53	23.6363
308	605	13.9052
431	579	17.045
854	866	4.46103
430	100	37.9709
501	650	11.972
1132	449	15.4689
887	887	6.93723
178	200	1.9262
632	687	25.3268
858	287	2.39935
1019	217	11.7361
777	1119	43.1535
631	524	24.8127
886	7	15.4917
936	262	12.07
870	281	1.80187
37	331	17.7937
163	209	2.05989
1032	707	27.571
985	38	20.4387
342	298	33.4922
165	224	1.56415
106	190	4.21033
944	895	10.271
359	854	20.3246
1100	8	18.5798
432	962	7.14033
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
