30
881	579
603	271
601	479	6.30593
188	541	13.4256
8	869	52.8298
14	79	23.58
210	165	21.6487
176	213	22.0193
19	140	23.6435
238	598	17.4336
564	581	37.1809
609	837	28.1541
166	420	45.8399
447	327	39.4371
346	830	19.0813
390	860	16.5672
581	484	6.72544
290	518	31.4217
491	454	33.0681
469	708	28.7311
155	716	42.2918
196	584	16.3051
85	276	37.8225
353	247	37.976
645	755	31.1033
794	30	41.3525
374	711	28.6547
751	380	67.7112
789	146	35.0055
180	843	18.9396
152	883	15.7337
725	687	33.0648
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
