30
104	494
813	329
7	306	66.167
415	410	49.8313
670	122	58.1974
313	312	15.896
349	274	15.9833
366	880	56.4676
21	703	28.6209
642	845	39.1084
899	407	41.3781
288	232	23.9301
537	583	20.204
493	509	31.2157
381	724	38.0394
576	355	28.3908
647	587	17.9342
681	722	29.2323
479	687	40.9224
678	550	19.107
353	541	54.4173
100	708	28.852
611	290	23.3253
192	149	42.8025
612	482	9.94712
600	722	25.717
101	42	45.9877
601	458	8.60411
601	580	18.1147
95	805	35.2422
3	813	31.5136
651	347	21.7988
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
