30
723	308
746	742
254	331	49.4215
510	268	6.76381
816	890	33.5933
118	84	11.5553
698	202	21.4289
65	87	12.2533
705	732	4.29093
574	103	13.7071
522	132	16.736
509	627	27.5243
353	728	6.88516
801	142	3.29824
404	857	20.003
306	156	51.8711
155	539	13.4415
635	634	23.3924
843	627	28.9049
106	530	14.8759
513	741	30.7666
796	132	3.34715
407	605	22.1944
801	745	11.7293
481	255	8.49036
600	218	21.1208
378	736	6.87804
253	830	22.8315
699	715	4.5057
339	792	16.2063
36	128	13.3562
891	62	26.9692
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
