30
660	566
614	892
239	341	51.5507
359	513	28.1506
532	739	49.3214
313	450	29.3837
101	653	26.9922
605	51	32.7483
698	70	20.9301
836	226	45.9554
511	182	15.7004
447	162	21.733
554	614	40.1228
542	135	3.71431
307	588	31.3035
736	283	26.9375
191	699	11.4184
186	667	12.952
639	837	23.9126
822	97	46.6553
329	743	15.3244
384	868	14.3071
69	488	9.9808
677	5	23.5462
668	327	28.884
533	142	3.71185
42	476	11.0636
356	844	6.34051
339	834	6.14019
40	592	26.3525
510	83	22.7201
287	762	15.5185
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
