27
56	527
106	113
273	33	7.43686
25	655	7.14223
658	127	29.313
413	288	27.9161
315	168	15.5403
171	263	23.5698
683	238	30.0668
29	728	10.5144
25	680	5.29472
59	362	37.1233
253	98	20.0661
195	653	12.8993
305	322	13.5382
65	190	25.0064
149	609	13.6927
558	193	15.2542
349	472	20.6565
309	386	14.071
521	719	73.1689
307	19	10.1103
139	146	12.8849
402	6	24.4731
565	83	20.6332
583	256	19.8595
150	22	27.7919
278	215	17.6094
0	629	7.448
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
