27
135	73
484	691
307	463	12.7918
573	421	13.0969
321	421	12.3006
191	118	18.5574
488	585	25.8223
65	659	15.5806
466	304	6.33478
95	714	14.7767
223	258	38.3019
328	693	12.7762
516	399	8.59799
600	544	28.0248
320	562	21.9129
365	666	13.0242
500	366	8.11904
416	445	20.4297
428	333	5.68942
611	52	12.8547
364	67	10.9453
562	65	10.7273
362	181	19.1087
422	238	21.284
713	237	22.9245
454	6	21.3134
637	164	22.1145
398	85	8.85847
443	320	4.584
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
