27
614	39
14	56
535	339	17.7341
89	65	9.13026
581	530	5.37071
36	317	25.5697
87	469	12.7665
643	7	4.33042
446	302	12.8433
591	70	5.69987
274	644	2.11768
179	496	10.9981
231	405	7.33286
143	599	16.226
279	409	5.15589
6	146	15.0524
684	653	3.2852
561	502	5.99537
630	408	21.3372
406	667	23.4068
667	547	10.1611
329	446	11.6829
700	638	3.6772
255	646	1.94139
724	505	11.3281
258	128	15.4592
136	103	11.3117
245	456	8.24354
332	166	13.8853
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
