27
25	627
579	50
310	126	10.854
584	659	14.9001
321	697	18.1529
79	435	21.6681
143	26	22.4878
29	122	30.8818
207	566	15.6811
496	574	17.2848
585	189	29.9353
512	43	17.3529
546	603	15.4948
223	55	21.2478
651	285	25.3178
256	689	17.4164
582	713	14.604
56	592	7.72339
187	442	19.0318
565	474	13.1611
681	514	8.25719
345	137	9.29031
332	12	25.839
154	376	16.7926
267	592	14.6499
601	432	12.2872
73	567	6.30329
658	498	6.55084
540	383	20.2751
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
