27
456	603
58	273
235	448	23.1361
661	406	10.7276
112	382	10.2962
19	282	7.55458
433	464	7.62898
368	288	11.4164
566	206	28.2401
404	396	3.4037
537	481	7.73217
400	554	7.6584
375	715	9.75577
199	22	7.13946
46	386	8.68364
241	228	9.60212
324	231	10.9877
386	384	3.21768
142	13	6.33704
299	680	15.6854
249	570	20.3527
600	22	22.2755
724	687	14.0946
582	589	14.9735
684	591	18.66
605	494	12.8453
53	218	7.05896
229	164	9.91357
494	389	14.3104
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
