27
706	237
443	591
590	162	5.68796
268	704	17.5727
650	64	11.5309
62	7	15.2477
171	98	16.4983
598	334	12.7569
68	655	15.8687
416	170	7.06357
557	268	13.9028
307	158	9.04458
380	251	16.4422
469	128	6.95022
697	119	9.6299
383	655	17.4297
320	91	4.09493
296	86	3.81862
164	248	9.62003
633	199	10.7796
13	466	24.6929
690	397	11.6357
481	719	23.3906
428	74	10.4662
576	14	9.31706
221	306	13.5308
623	141	5.85838
124	523	17.0809
321	472	29.1131
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
