31
737	379
889	347
940	628	18.9203
407	370	8.47483
880	907	16.0248
14	933	24.5685
274	911	19.6928
675	868	16.3907
594	145	6.45824
701	522	14.8186
57	79	6.28292
446	335	9.91064
923	163	29.4113
314	269	16.4299
805	854	9.72314
882	523	15.5845
819	771	11.9785
191	812	2.38129
182	797	2.10251
34	811	7.08067
268	107	4.06328
75	273	8.60433
810	484	15.8815
530	723	14.605
49	333	11.8009
189	117	12.0444
173	328	11.2965
23	246	9.72064
566	174	6.28142
295	104	4.55622
437	720	17.8121
0	770	6.99365
23	129	7.57517
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
