31
355	613
709	658
606	934	9.18661
338	712	26.852
275	242	12.3693
207	583	33.7494
751	262	16.7568
263	13	41.1421
834	95	15.7381
864	626	36.254
619	161	27.245
948	874	33.9225
823	32	15.7356
20	858	50.4764
637	355	14.5133
352	499	28.0221
824	870	31.7401
327	239	12.7759
588	304	20.2163
376	111	24.6189
837	451	49.5456
685	309	17.4959
155	687	25.5847
537	106	28.7653
111	29	34.0075
638	26	23.8137
554	590	28.3546
570	491	20.4639
560	7	23.7941
329	954	63.5226
572	908	10.642
389	233	14.2729
342	284	13.1173
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
