31
503	481
817	722
474	242	16.0727
196	347	15.5299
557	721	49.3856
932	33	60.0457
395	30	47.2016
934	772	36.1213
594	476	20.5302
51	412	28.8427
407	806	20.4158
136	308	14.8952
459	309	17.2126
752	272	28.214
660	187	32.2098
716	825	3.73037
266	324	21.4877
373	610	37.0117
158	193	25.2118
704	820	3.37252
765	701	11.4285
224	68	28.869
689	852	7.50126
800	721	4.68115
80	718	59.3034
292	722	30.7149
308	824	28.0671
782	536	31.2124
818	816	26.69
800	366	24.9034
883	507	26.7775
63	951	66.4304
68	232	24.4798
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
