31
468	890
446	117
111	166	20.9795
837	878	13.2377
313	133	17.3315
685	366	27.6264
76	243	24.4428
881	62	20.2013
568	423	35.5698
317	495	4.79959
141	533	3.71072
903	129	19.7938
451	676	20.1646
335	811	29.0479
336	495	3.93439
108	336	21.6274
506	741	23.8005
177	954	26.2782
272	92	12.0661
8	546	35.9656
734	122	35.3165
873	619	52.4538
73	43	38.0584
837	939	16.6131
167	431	23.5551
28	874	10.7704
300	942	28.2266
245	486	21.5597
55	837	9.75349
329	431	19.1137
313	65	11.4693
146	545	2.97535
437	832	14.3792
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
