30	5
592	572
198	327
393	50	0.505097
385	43	0.452076
392	43	2.10083
388	46	0.220116
395	50	0.182537
386	44	0.154792
50	373	1.54348
54	369	0.152032
52	367	1.05103
54	370	0.174005
45	369	0.428718
46	368	0.234592
596	282	1.80529
591	281	0.511629
592	286	0.203084
592	284	0.204175
592	285	0.176559
592	278	0.607217
64	28	0.224494
59	21	0.621459
58	24	0.800792
61	19	0.56294
62	22	0.586918
68	26	1.30387
326	587	0.193133
326	586	0.158271
331	586	0.283748
334	595	1.27788
330	593	0.240628
330	587	0.200493
0.434243	0.462263	0.403349	0.389203	0.433182	0.406398	0.481029	0.430193	0.49886	0.359004	0.398844	0.433797	0.335565	0.356655	0.487074	0.370499	0.498126	0.479691	0.472425	0.401722	0.453158	0.441801	0.422967	0.348584	0.403992	0.477806	0.479614	0.432629	0.393739	0.313663
0.5258	0.487222	0.51117	0.435581	0.479184	0.552956	0.555048	0.538594	0.42493	0.448624	0.598124	0.40592	0.429184	0.427902	0.406294	0.401144	0.526949	0.568225	0.558794	0.463813	0.509943	0.405641	0.524116	0.407514	0.510777	0.519027	0.551648	0.511771	0.595313	0.418887
