30	5
560	383
309	113
331	260	3.87562
326	268	0.624605
325	266	0.217248
324	267	0.342577
322	259	0.246809
321	261	0.83883
578	36	0.308472
582	32	0.246205
585	29	1.61389
579	34	0.51996
576	35	0.603433
576	39	0.936745
348	591	0.915667
357	589	3.51107
350	593	0.264754
348	595	0.906393
352	596	0.243106
352	598	0.727457
49	574	1.57774
47	567	0.614758
44	570	0.650828
42	565	1.19362
44	573	0.157567
47	569	0.232973
21	134	0.317155
17	137	0.224727
22	137	0.222713
17	138	0.243836
26	142	2.58283
22	135	0.155088
0.422412	0.471269	0.476984	0.493889	0.40536	0.345597	0.440751	0.376084	0.325047	0.49786	0.384183	0.335136	0.346001	0.420138	0.303061	0.333782	0.462788	0.469031	0.482559	0.409365	0.300565	0.350934	0.499748	0.490799	0.33332	0.444794	0.369244	0.431231	0.422911	0.350111
0.503498	0.580258	0.434107	0.586156	0.531734	0.467758	0.51966	0.587701	0.508424	0.486152	0.422574	0.515625	0.46565	0.425971	0.49113	0.562369	0.483905	0.494	0.554921	0.414041	0.523842	0.474039	0.536569	0.523956	0.472191	0.426378	0.562889	0.518736	0.537207	0.446326
