30	5
170	535
311	449
149	66	0.633097
143	65	0.31077
148	64	0.19929
141	62	1.07207
144	64	0.266706
148	61	1.05322
79	564	0.175542
80	564	0.150296
80	558	0.526779
75	568	0.236489
80	560	0.18032
71	563	2.25698
543	27	2.08094
538	34	0.154686
538	35	0.244678
535	32	1.48809
535	28	0.393095
542	33	0.231898
359	357	1.33804
350	351	0.495296
352	349	0.185705
350	353	0.211187
355	355	0.150004
355	348	0.858291
599	599	1.06605
593	597	1.51272
596	605	0.497357
598	603	0.703015
592	604	1.23216
596	601	0.354097
0.452562	0.350816	0.436536	0.320158	0.435605	0.385034	0.396941	0.329538	0.461915	0.468658	0.484203	0.438942	0.39233	0.315648	0.381646	0.340512	0.403288	0.39012	0.493978	0.443575	0.412688	0.360626	0.460415	0.381053	0.422252	0.300575	0.333353	0.333084	0.311741	0.367154
0.545207	0.558083	0.560251	0.412068	0.426956	0.422252	0.465454	0.447295	0.453402	0.592824	0.518397	0.408807	0.559227	0.52288	0.534588	0.563416	0.556326	0.570571	0.526081	0.416122	0.551059	0.400353	0.436275	0.409341	0.585463	0.572777	0.401812	0.569888	0.488202	0.412303
