30	5
232	347
147	220
593	37	1.02995
600	36	0.31524
601	42	1.64674
597	41	0.179743
599	37	0.198111
593	40	0.224556
117	500	0.43957
117	497	0.437195
116	504	0.452278
113	502	1.20223
116	501	0.168728
111	494	2.10637
139	30	0.236313
139	29	0.216391
134	35	0.204649
134	31	0.710544
132	34	0.672845
131	31	0.648337
364	252	0.442373
365	253	0.150719
373	257	1.88048
367	257	0.573314
368	261	0.749882
365	254	0.156821
524	585	2.52452
530	593	1.5459
528	589	0.240589
531	587	0.858441
530	589	0.202791
526	592	0.260883
0.406531	0.435285	0.302891	0.312436	0.396325	0.386112	0.467492	0.337484	0.440271	0.420977	0.426248	0.475908	0.373815	0.405037	0.310347	0.442367	0.400013	0.469194	0.377036	0.393983	0.317492	0.477497	0.318992	0.347541	0.440395	0.484961	0.362551	0.319333	0.407658	0.399293
0.586741	0.484805	0.489838	0.576775	0.406191	0.42696	0.438964	0.41331	0.471737	0.429048	0.582377	0.535609	0.542484	0.532149	0.454991	0.593709	0.546367	0.580903	0.514052	0.533803	0.476582	0.495937	0.46057	0.434514	0.438482	0.538521	0.526399	0.570718	0.46949	0.592745
