30	5
263	369
382	181
339	513	0.200524
337	509	0.190168
341	513	0.737874
338	508	0.419767
335	509	0.472778
335	513	1.13842
580	337	0.413476
582	336	0.222978
581	339	0.186882
581	336	0.169292
581	340	0.154431
586	337	1.43855
28	600	0.227916
26	597	0.316176
29	600	0.175132
20	595	2.06854
26	601	0.653682
25	598	0.156558
196	152	1.12684
188	155	1.19978
189	151	0.405454
196	149	0.226205
186	149	1.17428
187	152	0.206356
512	24	0.848881
518	20	0.379178
517	23	1.02572
513	20	0.447
516	20	0.325667
510	20	0.719582
0.340398	0.374289	0.402192	0.388415	0.44004	0.345688	0.397217	0.467733	0.383213	0.471338	0.416938	0.4427	0.433408	0.416769	0.339597	0.474549	0.438233	0.394397	0.356294	0.380488	0.342288	0.475653	0.357223	0.356988	0.411112	0.327306	0.45244	0.383924	0.431577	0.449917
0.596049	0.505323	0.516909	0.57697	0.487152	0.492791	0.438053	0.58089	0.498295	0.594804	0.5759	0.422099	0.404841	0.513755	0.56469	0.517602	0.431351	0.483741	0.550963	0.577488	0.498607	0.558095	0.4894	0.594692	0.473142	0.41532	0.509803	0.506941	0.478474	0.464754
