27	5
389	225
536	247
299	289	0.804105
293	282	1.32643
292	285	0.233979
300	291	0.174766
296	287	0.588861
294	288	0.216104
8	388	1.31005
5	385	0.541736
1	390	1.35757
6	382	0.615083
2	386	0.2021
1	382	1.44006
539	110	0.239751
539	107	1.1753
533	102	1.68917
533	109	0.756072
540	111	0.351942
83	50	0.412072
82	51	0.168818
76	53	0.555857
79	51	1.01927
76	51	0.318481
512	487	0.167624
508	486	0.719156
505	489	1.13908
509	489	0.676027
512	486	0.215645
0.38703	0.385999	0.425496	0.431317	0.35712	0.34311	0.396057	0.323761	0.335917	0.346506	0.437387	0.418785	0.405927	0.448122	0.34262	0.329189	0.397548	0.390791	0.468464	0.42348	0.481877	0.347239	0.442428	0.493312	0.344782	0.498905	0.373593
0.507579	0.487817	0.443627	0.425488	0.54231	0.50665	0.494594	0.421782	0.575561	0.433252	0.474103	0.469775	0.48928	0.482261	0.47435	0.510011	0.595397	0.529047	0.511285	0.477743	0.488576	0.418129	0.510359	0.491741	0.543196	0.549679	0.476938
