27	5
219	493
100	123
512	63	1.07168
511	59	0.368217
516	56	0.294581
516	59	0.765548
509	60	0.493115
515	57	0.228345
508	430	1.86059
504	426	0.2401
502	426	0.640658
502	436	0.192089
508	436	0.38506
502	435	0.182991
23	531	0.281063
22	530	0.317544
23	534	0.166207
23	535	0.168086
21	532	0.76307
19	152	2.57237
26	153	0.247239
28	152	0.798539
27	159	0.725722
27	161	0.188541
284	246	0.903471
287	244	0.244853
281	251	1.44839
288	244	0.214179
280	246	0.716111
0.444281	0.44619	0.375384	0.489042	0.370388	0.367312	0.325068	0.468374	0.398837	0.48762	0.392756	0.465385	0.33935	0.483104	0.34534	0.320451	0.429809	0.307198	0.352075	0.455293	0.37883	0.386151	0.339062	0.314417	0.415906	0.372559	0.453614
0.596256	0.570633	0.548052	0.52095	0.565316	0.460315	0.476664	0.561447	0.587916	0.535768	0.562097	0.424932	0.521308	0.588333	0.410124	0.409	0.478267	0.50589	0.593847	0.421907	0.411628	0.471287	0.475181	0.45411	0.400242	0.555183	0.457552
