28
78	20
92	38
44	43	2.32744
86	18	0.955797
25	39	3.74138
7	90	2.07839
42	31	4.95131
79	81	1.39511
55	17	8.38009
79	11	3.73078
60	42	6.10438
72	23	2.69809
79	54	8.99529
20	46	3.80864
8	95	2.05164
56	81	7.40168
19	17	1.77861
10	65	8.2494
84	17	0.961303
35	73	4.62186
41	82	4.84678
14	84	3.74474
93	98	2.04275
31	100	0.972735
93	93	2.43893
98	3	8.50932
46	48	2.68715
17	20	1.55251
78	78	1.57893
31	98	0.958749
0.383421	0.404557	0.428754	0.355744	0.333184	0.349154	0.391461	0.447284	0.373137	0.341749	0.542819	0.375001	0.53355	0.5161	0.467095	0.482461	0.380095	0.420754	0.54395	0.384861	0.537531	0.323784	0.339685	0.404373	0.31632	0.526728	0.328863	0.455807
