32
99	25
14	6
41	11	2.60523
51	57	1.8826
99	6	1.2226
98	27	0.571268
44	58	2.04345
30	18	1.40023
8	76	1.845
56	12	3.49995
32	0	4.14865
17	39	1.68969
75	77	3.38364
93	7	1.22569
54	69	2.92797
26	43	2.25286
22	54	1.6072
32	24	1.8302
70	0	4.98763
22	23	2.58193
16	57	0.803301
39	41	2.96426
20	75	1.24977
16	78	1.29928
46	24	1.31831
6	42	1.82271
2	74	1.537
13	59	0.922155
22	92	2.92835
31	81	2.76779
13	45	2.00318
63	83	3.96986
47	83	3.26891
42	22	1.07214
0.398139	0.525854	0.440175	0.360003	0.504822	0.316585	0.372927	0.518996	0.457444	0.492583	0.384478	0.52901	0.399354	0.481872	0.520649	0.395856	0.454051	0.50318	0.54888	0.380864	0.386091	0.35685	0.339999	0.501117	0.491008	0.544815	0.315628	0.507501	0.499446	0.364381	0.529721	0.504893
