24
48	4
52	21
28	60	2.47506
35	62	2.42176
2	34	7.76687
86	93	5.15435
43	88	10.463
12	83	3.39691
8	91	2.68765
59	38	7.25206
59	14	3.59156
32	26	2.27805
92	6	5.54409
3	6	2.09316
86	48	10.0298
78	6	4.6113
17	98	1.61239
57	0	3.87491
36	21	2.5426
13	99	1.44504
41	2	2.5751
78	80	4.64246
39	28	2.3291
0	11	1.77963
100	89	1.41945
99	85	1.29761
0.448546	0.406482	0.397073	0.460417	0.376014	0.402902	0.392776	0.545996	0.321217	0.430421	0.393241	0.417889	0.317274	0.369528	0.384386	0.339021	0.372705	0.506149	0.330842	0.452392	0.332652	0.535841	0.497654	0.418443
