33
10	90
35	37
98	27	0.483628
58	11	3.89753
50	72	9.60763
98	28	0.475186
20	69	5.83856
91	19	4.00432
0	45	8.35794
82	28	4.47755
31	64	5.2262
66	40	7.35091
43	4	6.3479
37	92	5.26027
73	66	11.0657
82	19	2.20239
61	24	5.86156
1	7	2.50834
73	13	4.61966
27	85	4.26092
73	27	4.08707
16	13	5.57998
48	18	4.64659
6	8	2.22961
16	35	6.53367
38	19	1.90826
31	39	2.22981
19	82	3.9867
91	47	9.56441
84	14	2.29792
65	7	4.0307
85	91	4.72677
37	23	2.0478
79	100	5.27036
50	52	8.59173
0.450368	0.341994	0.50703	0.431634	0.474117	0.318102	0.428933	0.391382	0.398646	0.527764	0.321437	0.528207	0.481626	0.462003	0.53121	0.349529	0.430245	0.43935	0.520575	0.496993	0.342507	0.46095	0.327157	0.354015	0.407342	0.455378	0.391217	0.512859	0.528652	0.366101	0.386109	0.420922	0.379568
