31
12	88
30	12
89	29	0.45914
90	56	0.381879
83	59	2.611
50	26	3.02768
79	31	4.03276
0	29	6.24566
98	47	1.62213
43	10	2.01785
100	51	1.65955
48	9	1.95578
58	35	4.03357
82	15	3.35412
34	67	1.17621
72	19	4.0807
32	64	1.1869
51	17	3.36183
90	32	0.656137
54	92	6.15309
58	8	3.14907
90	30	0.432561
69	83	3.6958
4	11	5.76545
13	64	3.72446
72	92	3.30918
33	16	1.95842
91	56	0.396469
79	80	3.27909
93	43	2.26219
93	59	1.16177
3	68	4.27345
20	92	3.56207
0.405772	0.503124	0.511757	0.48711	0.38972	0.502931	0.404467	0.523513	0.450679	0.432159	0.451458	0.543434	0.442407	0.371459	0.461651	0.397806	0.319089	0.443026	0.320352	0.442305	0.344355	0.312465	0.475542	0.54174	0.365261	0.387024	0.499852	0.342185	0.420569	0.327359	0.480562
