33
91	87
35	98
47	76	3.67752
37	9	2.63005
85	92	2.35528
78	60	0.962484
43	22	1.79927
96	90	1.79872
93	32	1.82013
51	21	1.93096
37	2	2.45198
56	82	2.82552
23	29	3.92083
17	15	0.953609
48	25	1.85087
54	30	1.22808
91	57	4.32426
74	89	4.45207
49	0	3.95071
0	8	6.48267
75	59	0.732773
1	84	11.7549
51	35	2.1775
73	60	0.851754
97	5	6.02703
97	35	1.98245
29	40	2.40449
63	87	2.65459
16	12	1.10656
58	35	1.08856
36	41	2.43856
13	51	6.60367
83	34	3.4434
80	8	6.05946
57	32	1.07402
0.393951	0.443438	0.335753	0.315107	0.338875	0.492697	0.32219	0.452885	0.342937	0.53705	0.511502	0.540701	0.302921	0.486012	0.378905	0.407693	0.332444	0.411482	0.512068	0.508825	0.501683	0.385493	0.384459	0.311548	0.545201	0.371622	0.460317	0.519465	0.37959	0.315982	0.398067	0.436358	0.373955
