35
86	12
47	16
57	84	4.66649
2	98	9.43119
86	82	3.8909
95	73	3.84219
60	42	3.83752
15	71	1.76329
27	4	3.2472
46	21	1.79444
60	52	2.68802
60	28	3.8932
34	36	3.80779
3	38	0.452054
74	31	3.11127
23	71	2.47508
2	39	0.464474
95	100	6.73084
83	34	0.904409
90	14	1.41027
14	13	4.00245
65	7	5.55355
98	20	1.37049
13	24	3.9519
82	12	1.52147
99	24	1.63091
2	36	0.719314
44	14	1.26059
69	71	6.68399
10	70	1.84998
28	28	3.19932
29	13	3.28733
100	7	4.54456
68	49	2.64574
44	80	5.09594
81	36	0.888045
48	26	2.0892
0.449684	0.542751	0.34773	0.456001	0.493417	0.482261	0.387377	0.500604	0.497925	0.403599	0.335566	0.434693	0.332733	0.381163	0.495988	0.422176	0.4896	0.525251	0.44195	0.547872	0.310445	0.545161	0.538921	0.337035	0.33849	0.482972	0.390117	0.500805	0.414515	0.522394	0.468477	0.391913	0.511405	0.454755	0.343944
