35
91	32
49	15
33	97	5.99372
54	24	0.460059
50	12	1.44557
80	19	1.92912
78	46	5.75826
66	72	4.93728
97	59	2.31577
28	79	3.10211
82	30	3.95731
55	69	2.37016
8	63	8.6198
50	48	4.19602
92	13	4.77612
92	90	4.72603
72	29	2.30125
8	92	6.0621
49	39	4.37898
27	72	3.1568
97	2	5.68807
51	72	2.19027
67	52	6.12991
41	54	3.81351
85	97	4.00723
27	48	2.71282
21	94	5.50057
39	46	3.33493
73	24	2.3567
92	73	6.94135
55	24	0.463991
22	3	13.9435
65	16	4.70367
84	20	1.64989
100	41	6.22878
29	42	3.02756
93	55	2.46351
0.531322	0.523064	0.438673	0.501184	0.358058	0.508971	0.43322	0.430304	0.547122	0.317178	0.390296	0.39394	0.354528	0.476163	0.486871	0.476789	0.432486	0.463659	0.398326	0.377058	0.3473	0.504395	0.531077	0.517863	0.361419	0.533947	0.460001	0.351058	0.390307	0.524041	0.475217	0.451389	0.401979	0.478213	0.480843
