25
73	97
27	82
74	72	1.00428
89	49	3.80056
46	94	2.46501
7	78	2.62636
46	40	2.36418
51	13	3.70876
29	54	4.70413
38	37	2.40186
34	18	0.822808
17	94	3.5214
77	70	0.958333
65	55	2.90878
42	70	3.01209
32	26	2.13137
18	38	4.93621
43	84	2.10142
18	79	2.32043
70	42	3.91098
83	8	0.717289
96	25	3.92012
9	12	4.562
31	16	0.828482
84	36	2.99693
92	3	1.87195
86	7	0.760552
0.418132	0.377853	0.40043	0.434229	0.377109	0.348906	0.324658	0.407073	0.323611	0.315904	0.316079	0.498552	0.401477	0.425156	0.454109	0.348159	0.494785	0.383612	0.304813	0.424195	0.532102	0.471626	0.549358	0.410805	0.344801
