29
12	41
22	99
95	81	2.21744
71	85	5.38099
33	67	5.94012
17	55	2.08399
60	70	3.68073
84	24	2.27682
5	100	5.11259
56	55	1.75949
78	73	1.67868
71	71	1.09996
82	17	2.55983
53	1	8.22294
6	47	3.31621
1	29	3.62387
16	66	1.62647
74	70	1.13058
100	4	3.91766
68	24	5.19655
86	39	4.89693
92	12	4.31373
47	62	4.3776
34	46	6.08184
54	50	1.7114
43	19	7.70582
19	6	6.98672
11	27	3.9448
93	88	2.37074
88	56	5.32719
18	61	2.02222
0.431546	0.312757	0.387045	0.432849	0.342208	0.43488	0.526579	0.40567	0.466458	0.434785	0.493928	0.464998	0.390772	0.428888	0.544194	0.449015	0.352913	0.340623	0.435487	0.445992	0.449096	0.368425	0.542881	0.455207	0.355302	0.400188	0.304355	0.516063	0.511542
