33
41	54
80	72
54	46	5.61588
15	65	3.1186
5	11	2.58354
10	45	2.54001
12	15	2.2442
6	64	3.43246
40	1	4.71527
28	76	5.79149
56	62	2.60419
8	91	1.66956
7	78	2.06284
23	57	2.85671
12	93	1.39274
47	15	3.70806
80	24	1.42808
42	55	0.465232
18	50	3.3889
84	11	1.43485
81	9	1.30518
2	47	2.94114
55	98	10.5115
94	33	4.16957
26	94	1.57334
63	58	3.04888
37	14	3.2598
27	98	1.63349
26	2	5.23628
19	17	2.76808
83	26	1.40765
59	68	2.67781
22	27	4.05483
91	61	5.13236
1	77	1.83679
0.308347	0.449969	0.333818	0.403307	0.426799	0.345309	0.416094	0.372642	0.314053	0.52072	0.35867	0.401568	0.405527	0.431957	0.338557	0.429516	0.353091	0.493842	0.52769	0.365222	0.461515	0.450146	0.446643	0.510426	0.321973	0.327561	0.439433	0.476688	0.471389	0.352537	0.387281	0.387373	0.350092
