30
85	79
29	32
3	16	6.66369
37	32	2.91228
3	89	1.19061
23	89	2.8992
43	5	4.71995
57	17	2.86084
32	96	2.9812
18	96	1.84667
52	45	4.22119
46	33	0.820705
94	65	4.11556
75	79	0.366338
76	79	0.300484
45	67	3.48804
39	99	2.79874
31	5	4.45486
59	86	5.06265
21	26	2.23138
59	24	2.74957
60	73	4.56192
95	76	4.09162
94	53	4.59233
38	74	3.84115
45	35	0.774084
22	32	2.17737
72	11	4.93745
12	95	2.19333
4	86	1.1776
80	78	1.40219
75	49	7.27551
0.387405	0.453538	0.328558	0.302745	0.438808	0.443922	0.409905	0.385477	0.502972	0.364617	0.529893	0.454223	0.543754	0.329962	0.40131	0.444485	0.315214	0.375454	0.46321	0.313109	0.422945	0.530208	0.499617	0.357006	0.512678	0.381213	0.516148	0.361038	0.422749	0.414269
