32
47	33
4	98
64	5	2.60937
36	1	2.14861
8	68	2.58183
48	85	3.90046
28	100	6.94843
51	22	2.06148
59	48	0.833687
59	68	2.07105
7	85	2.07397
96	11	0.967374
79	25	1.50499
60	32	2.5282
86	23	1.03021
61	46	0.72643
17	42	3.0595
80	56	4.43425
36	50	5.30545
56	59	2.78821
11	13	4.0479
47	14	1.8383
75	70	3.45415
51	69	2.251
100	12	0.831336
95	15	1.02176
50	33	0.752113
60	93	3.66585
3	79	1.8707
37	10	0.602159
60	16	2.92049
35	11	0.473688
89	21	0.967592
12	32	3.32573
0.48976	0.548231	0.460486	0.431537	0.518602	0.415295	0.413458	0.406669	0.316611	0.3994	0.445681	0.50426	0.475628	0.320342	0.541311	0.492478	0.525254	0.522165	0.480963	0.508763	0.308052	0.33209	0.5243	0.515637	0.513461	0.44309	0.49156	0.340364	0.330794	0.344772	0.359029	0.485534
