23
90	11
21	5
96	18	3.68198
86	4	3.78831
4	10	6.51861
4	55	4.49515
86	100	10.1022
57	73	6.70066
18	55	6.17963
55	99	6.43417
98	75	1.92486
31	12	4.59421
31	92	1.53206
72	83	7.50037
50	85	6.69909
93	10	1.49671
29	44	5.15382
35	21	4.16411
6	45	4.2068
16	17	5.57942
34	94	1.63087
20	35	6.11482
1	100	15.1373
100	79	1.8089
96	3	3.12777
0.393647	0.406586	0.46392	0.406431	0.343482	0.354693	0.431767	0.521362	0.452098	0.327874	0.3345	0.318224	0.365641	0.394973	0.457263	0.473637	0.517205	0.352581	0.508562	0.445067	0.37053	0.387383	0.484764
