25
12	59
36	43
73	34	4.19466
61	30	4.48036
57	60	1.16826
87	86	2.01214
71	9	4.08067
80	97	2.65163
62	1	4.58491
91	48	7.28368
22	26	1.45128
87	92	2.16254
64	96	2.34376
0	78	2.83147
4	71	1.09886
25	23	1.35406
7	69	1.25818
60	61	1.16973
28	1	7.09237
5	57	2.68364
43	18	4.58555
29	19	2.10534
67	90	2.57221
92	2	8.08058
36	97	9.15994
92	68	3.83797
94	79	3.47201
0.323012	0.456447	0.383387	0.478651	0.364291	0.347355	0.32971	0.315911	0.492826	0.44712	0.437813	0.357014	0.487207	0.402281	0.383161	0.481589	0.428274	0.329962	0.422231	0.364253	0.43801	0.357271	0.377461	0.354915	0.445578
