31
98	86
6	32
66	59	3.79393
34	94	6.22539
27	61	6.51805
18	38	4.2224
67	26	4.43609
54	65	1.54352
28	36	4.86323
51	67	1.75719
40	14	6.328
58	1	2.50402
67	96	2.61247
1	88	3.98774
19	91	5.28988
13	8	4.01428
76	38	6.15233
90	51	8.15216
73	51	3.02094
40	59	5.44194
58	25	4.32811
97	89	1.45251
62	98	1.98658
12	82	2.47807
42	73	4.53705
94	9	15.8461
20	14	2.46417
63	2	2.06759
67	50	2.74481
35	80	4.66285
25	12	2.52901
59	95	1.76389
9	86	2.21736
0.439665	0.492868	0.361195	0.542554	0.538173	0.466619	0.520861	0.369637	0.408095	0.337445	0.495322	0.392129	0.47256	0.434685	0.340857	0.525373	0.46958	0.325434	0.374247	0.334228	0.347349	0.53809	0.413011	0.431284	0.513491	0.466301	0.445588	0.397413	0.309909	0.319895	0.386333
