27
35	21
6	7
50	22	2.053
60	24	1.52312
39	84	4.18812
15	0	3.31277
17	25	2.61695
72	40	1.03226
62	64	2.19511
92	31	3.00706
57	83	4.56801
9	17	2.91704
2	69	2.40297
98	85	1.61332
77	84	4.31578
4	59	0.748258
20	38	0.646398
73	27	3.4242
69	58	2.43351
97	21	3.27614
67	48	1.86822
36	32	2.40526
91	2	4.1462
20	41	0.739368
58	19	1.5496
27	94	4.39179
2	57	0.718506
92	81	1.97267
67	41	1.37187
0.538066	0.329819	0.493044	0.548146	0.501254	0.352986	0.302378	0.356979	0.391796	0.544923	0.366427	0.444445	0.340487	0.332997	0.439389	0.533033	0.371538	0.390427	0.334095	0.419585	0.381763	0.438791	0.523523	0.500035	0.414955	0.360746	0.504733
