23
26	1
68	14
27	19	3.56988
22	67	1.91874
85	61	0.864392
53	85	4.77211
31	77	3.12613
1	87	2.42584
30	92	4.35374
19	52	0.348978
27	62	2.08297
50	23	3.46845
71	14	0.763391
76	34	4.0301
21	31	0.358175
9	96	3.04117
60	38	4.0503
100	44	5.29917
20	53	0.378994
100	80	5.00382
86	21	4.36191
44	34	3.29948
1	43	4.62355
88	59	1.00075
20	32	0.288999
0.390683	0.367339	0.49384	0.335239	0.457943	0.545097	0.487259	0.408732	0.445554	0.380616	0.310844	0.509767	0.344453	0.346367	0.476587	0.464032	0.465762	0.305193	0.353776	0.352068	0.405098	0.50041	0.340393
