25
79	98
16	44
34	19	1.99256
79	23	2.32637
19	76	1.12882
37	86	0.87673
28	61	3.0235
77	90	2.12546
23	44	1.81225
81	14	2.27971
34	85	0.790178
60	34	1.28851
4	0	6.14376
12	73	1.67383
50	10	3.84583
38	57	2.96159
48	66	2.34592
31	13	1.60167
56	38	1.60712
100	74	7.47751
22	79	0.927071
45	75	2.40158
92	43	7.0262
64	31	1.30534
30	73	2.16425
25	86	1.77005
61	67	3.68141
0.514681	0.526226	0.350844	0.420562	0.507206	0.548374	0.523565	0.376161	0.515831	0.453081	0.408018	0.371422	0.506927	0.528293	0.449022	0.343739	0.4736	0.506795	0.491124	0.315214	0.427858	0.507836	0.524536	0.428422	0.385525
