24
23	9
61	33
18	93	2.33031
8	95	3.06993
77	14	5.0186
23	56	3.75311
1	81	1.12718
0	78	1.18357
6	64	3.64412
16	47	3.97004
86	36	7.34315
93	10	6.036
16	75	1.78329
85	75	3.57941
99	53	6.58474
64	48	2.06204
19	87	2.06989
9	82	2.72514
94	72	3.65247
15	69	1.62947
70	50	2.19085
67	83	6.87524
19	71	1.45821
22	78	2.49806
84	63	3.89249
41	27	6.27895
0.429974	0.362174	0.368838	0.437194	0.415372	0.510498	0.350107	0.320899	0.522195	0.372029	0.425403	0.540513	0.433288	0.481187	0.346402	0.526713	0.400127	0.33191	0.492505	0.527138	0.437103	0.317409	0.488837	0.456875
