27
94	3
54	1
84	31	6.50723
27	32	1.55977
1	42	1.99008
62	23	1.90092
55	39	3.51524
53	52	3.88428
59	27	1.71989
89	10	3.33288
32	16	3.62724
34	80	9.58416
87	64	6.09036
10	38	3.72864
95	83	7.86562
65	64	5.57282
20	55	1.84195
47	44	3.11156
67	4	4.26691
4	46	1.56709
34	44	4.56857
74	76	5.31901
19	61	2.29022
0	9	12.0892
6	74	7.2214
99	17	4.24174
52	8	2.63155
33	6	3.45988
28	27	1.78711
0.356947	0.374191	0.415705	0.533887	0.436894	0.54438	0.517032	0.44855	0.378453	0.347295	0.498163	0.517299	0.437614	0.44635	0.327694	0.467435	0.316439	0.40241	0.482405	0.334258	0.443859	0.30607	0.332508	0.45182	0.405326	0.476334	0.349699
