23
69	41
78	68
16	84	4.89466
91	32	6.82397
51	91	4.01036
90	55	6.79704
47	77	4.876
13	60	7.89068
56	98	3.92453
27	17	5.73988
26	36	5.56116
26	76	5.61686
64	58	7.1319
38	23	6.02308
95	72	6.20347
62	39	3.32581
75	24	4.39106
19	45	5.09704
92	17	6.61549
69	16	4.94127
28	99	7.98585
37	83	5.09221
89	84	5.84919
7	90	5.01649
82	67	1.83856
0.347393	0.469004	0.386452	0.514196	0.41845	0.489291	0.535335	0.421903	0.549507	0.530072	0.340489	0.331759	0.306449	0.523071	0.421144	0.31233	0.443418	0.465429	0.408114	0.318082	0.343921	0.549017	0.523597
