22
0	14
59	93
43	63	5.1745
78	63	9.69615
99	26	7.81221
12	71	6.27927
55	99	3.48748
1	11	1.51121
37	73	3.33803
35	80	3.26402
77	85	4.99637
23	22	9.09824
10	4	4.99589
3	98	6.4645
69	31	4.007
50	76	6.32248
1	54	9.88693
64	24	3.53801
91	11	7.82808
96	97	6.11507
86	37	7.66426
5	85	5.80735
58	42	7.33746
85	91	4.82686
0.404719	0.393907	0.507939	0.364705	0.51066	0.382648	0.414937	0.454491	0.387439	0.456791	0.5347	0.402845	0.316413	0.404801	0.362373	0.536244	0.353895	0.345502	0.331324	0.384107	0.514589	0.305354
