34
9	34
3	49
88	16	2.7793
100	9	2.69108
91	95	0.56966
5	96	1.32354
100	43	2.50877
39	51	4.28799
19	79	1.98192
11	87	2.02845
62	55	0.461251
8	47	1.35142
61	53	0.605452
100	83	2.33737
22	61	4.58012
9	99	1.23297
34	80	2.92329
14	44	1.35198
19	88	1.77932
96	33	2.75517
89	93	0.768806
65	31	4.06125
7	7	2.88231
88	52	3.10365
49	74	2.42969
28	95	2.4459
99	93	1.91303
77	66	1.22089
4	30	1.31995
68	50	1.84477
29	25	5.89479
73	64	1.23328
20	3	3.57829
0	81	3.50112
100	22	3.00225
40	70	2.28129
0.455493	0.323677	0.3924	0.469224	0.383265	0.421448	0.54231	0.462334	0.487769	0.456214	0.307152	0.348082	0.391531	0.348431	0.325351	0.301535	0.415534	0.466877	0.356517	0.412972	0.324756	0.461904	0.367812	0.345873	0.477647	0.539463	0.497324	0.307341	0.326088	0.548057	0.324041	0.446085	0.47385	0.462547
