25
5	18
7	87
1	26	3.65222
38	61	6.4777
75	77	8.26653
28	90	5.68225
80	16	3.76893
88	19	4.22444
56	60	6.43906
37	6	2.49152
16	10	6.61487
9	44	2.21662
78	57	3.3798
38	11	2.04487
44	36	12.5024
40	94	5.55335
45	72	5.43488
95	57	8.15839
27	70	6.82017
4	44	2.25519
71	59	3.03775
94	38	7.86514
57	78	6.59125
71	50	3.93779
1	16	1.96246
84	3	6.67006
15	62	6.72642
0.316426	0.432039	0.465054	0.548589	0.524119	0.316343	0.501207	0.483594	0.536087	0.345166	0.428434	0.436327	0.333797	0.449122	0.41678	0.432596	0.518939	0.45651	0.321563	0.427399	0.542984	0.315771	0.325499	0.411138	0.317255
