30
7	69
2	11
8	3	0.970459
74	59	3.23064
59	24	4.56823
10	31	9.09464
22	59	7.03788
75	15	3.16207
70	52	2.35221
61	15	2.6982
66	64	4.5991
7	64	2.27306
6	4	0.967751
10	12	1.45369
46	75	9.59211
93	96	4.5985
68	47	2.63364
26	3	6.00878
77	52	1.07095
68	17	3.00327
13	10	1.46427
60	9	2.59398
95	49	7.43127
79	53	1.10503
100	90	4.17971
56	94	9.35819
60	38	3.24321
15	75	4.28233
1	69	2.76272
22	91	7.69612
56	44	3.06687
94	1	10.4215
0.329754	0.35964	0.452315	0.504178	0.390628	0.381585	0.302357	0.445601	0.366909	0.507702	0.505758	0.531631	0.518692	0.490235	0.362422	0.355186	0.43803	0.520931	0.531104	0.443652	0.315784	0.503147	0.420636	0.32156	0.53136	0.301231	0.356193	0.31671	0.54023	0.305104
