25
82	4
94	86
47	57	2.09859
68	98	3.35867
94	33	0.819708
38	86	4.07812
65	25	3.84869
10	78	1.30593
5	79	1.52564
73	37	2.7331
40	56	2.10987
79	29	2.29448
13	33	1.32889
69	71	5.51943
17	30	1.42456
31	21	2.2013
17	86	2.27863
82	96	4.05232
25	12	0.935197
98	90	1.2137
36	67	2.83966
63	9	4.47572
93	36	0.795008
1	42	3.51156
14	9	2.98928
27	8	0.98896
1	92	3.59985
0.42313	0.515086	0.476803	0.533078	0.508379	0.485944	0.353146	0.387906	0.336226	0.378821	0.526688	0.401991	0.490151	0.418843	0.338848	0.460389	0.382767	0.350854	0.474858	0.456975	0.525679	0.349316	0.321787	0.412181	0.537643
