32
632	656
440	768
477	857	26.5897
149	124	76.5078
577	948	38.7812
462	103	9.52025
280	350	27.028
670	537	27.2889
33	798	32.4508
213	390	23.7638
761	203	37.328
731	859	54.4915
867	735	40.2331
828	609	18.0044
18	297	67.6565
783	456	47.8069
942	115	70.4141
663	1009	38.6061
629	478	21.5654
390	548	88.6201
941	893	53.917
506	774	21.6401
68	898	40.542
165	470	11.4829
439	89	9.92562
304	850	52.6422
312	270	30.8767
1017	440	79.667
777	631	19.0953
137	462	10.134
448	985	40.8265
1006	650	64.4973
790	299	36.657
683	102	49.8005
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
