32
868	136
264	338
559	776	34.0672
296	94	9.38068
262	13	5.23971
494	579	12.9548
224	48	10.1401
708	657	23.2113
38	242	36.9984
193	943	7.86244
955	302	21.6478
911	752	11.1336
982	584	16.9952
213	179	15.7958
560	994	10.7001
528	238	10.6827
781	942	43.9244
49	7	24.7918
398	65	13.7655
940	703	9.47255
503	981	6.9538
875	200	9.7148
994	1017	28.9598
619	563	18.2121
304	1001	4.78764
454	464	18.2859
75	539	23.1467
214	896	7.86618
286	548	21.0153
617	299	12.8779
287	1024	4.41215
42	911	26.7854
506	296	12.0078
200	659	24.9813
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
