32
115	653
13	909
28	53	16.3229
498	822	20.5152
193	964	13.6603
624	45	6.84522
802	690	7.10346
95	571	15.2079
201	352	25.5681
578	660	18.1706
461	390	19.9816
79	785	25.7029
565	14	13.234
829	955	6.40661
836	113	16.2287
800	398	22.9452
152	1023	11.3884
925	103	11.7408
371	872	20.0249
971	41	8.26142
785	958	4.53338
361	131	14.3071
674	109	13.3364
856	721	9.41439
944	296	20.9744
268	189	14.1103
144	189	16.1553
578	236	23.0482
780	865	14.6266
742	674	9.76247
439	538	20.3025
963	546	24.8299
613	388	29.1937
3	191	25.8435
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
