32
413	275
830	372
390	88	34.3885
128	993	26.6464
646	153	19.7977
375	743	8.6711
511	194	12.0196
583	906	62.9449
361	783	9.16325
285	590	32.6909
592	86	17.6633
1010	336	18.7908
122	397	13.5491
540	622	26.7796
17	977	31.7835
54	224	16.4181
932	203	15.8668
357	310	7.12657
979	256	20.0034
439	675	25.045
827	699	27.0664
262	180	19.656
539	144	12.651
750	757	21.9355
220	272	21.5874
380	301	6.09874
132	234	19.6131
136	342	16.5946
794	607	28.6738
954	132	17.157
234	453	29.3941
90	751	65.4098
67	419	12.1387
332	237	21.593
1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06	1e-06
100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000
