20
14.509	30.048
55.366	42.477
56.197	17.93	1.0
51.588	43.235	1.0
102.125	119.7	1.0
102.078	32.512	1.0
0.666	14.043	1.0
117.959	133.511	1.0
152.006	125.261	1.0
119.725	145.683	1.0
44.824	114.818	1.0
50.922	80.594	1.0
69.476	6.242	1.0
31.39	63.332	1.0
82.035	118.176	1.0
6.846	64.528	1.0
66.419	130.224	1.0
100.889	26.931	1.0
54.557	117.794	1.0
136.671	1.219	1.0
20.066	16.209	1.0
143.949	117.738	1.0
0.716	0.7	0.821	0.799	0.727	0.755	0.884	0.848	0.733	0.843	0.732	0.885	0.711	0.854	0.839	0.728	0.791	0.814	0.884	0.897
