26
24.482	13.754
7.129	34.963
26.986	24.59	1.0
20.305	8.127	1.0
34.847	18.68	1.0
43.245	33.588	1.0
33.906	34.286	1.0
24.831	43.18	1.0
7.457	5.045	1.0
40.293	44.615	1.0
33.519	43.433	1.0
28.384	7.287	1.0
42.366	24.951	1.0
17.405	20.837	1.0
45.171	21.68	1.0
6.253	25.634	1.0
18.753	13.108	1.0
5.812	19.654	1.0
13.602	24.164	1.0
12.824	13.927	1.0
39.649	17.349	1.0
5.388	1.033	1.0
12.197	44.096	1.0
35.164	25.815	1.0
29.943	10.911	1.0
24.836	20.771	1.0
2.999	6.992	1.0
7.47	12.936	1.0
0.748	0.725	0.835	0.8	0.808	0.704	0.887	0.888	0.805	0.755	0.769	0.889	0.754	0.885	0.836	0.875	0.723	0.796	0.79	0.7	0.791	0.876	0.804	0.712	0.86	0.881
