22
30.164	6.847
20.395	18.004
14.64	25.834	1.0
11.303	26.839	1.0
26.964	14.783	1.0
15.738	5.044	1.0
13.7	19.88	1.0
14.882	17.516	1.0
31.517	3.74	1.0
13.779	6.848	1.0
0.174	31.927	1.0
6.861	17.785	1.0
31.624	7.588	1.0
10.858	18.79	1.0
18.827	15.557	1.0
23.492	22.954	1.0
14.409	9.395	1.0
27.693	5.853	1.0
21.503	20.899	1.0
10.341	31.793	1.0
2.279	4.0	1.0
21.035	10.414	1.0
18.511	1.948	1.0
33.147	33.149	1.0
0.585	0.665	0.693	0.612	0.679	0.54	0.547	0.617	0.574	0.502	0.684	0.552	0.698	0.553	0.586	0.572	0.507	0.632	0.619	0.633	0.525	0.532
