21
2.61	6.811
29.755	26.572
45.416	28.04	1.0
33.504	29.554	1.0
47.424	37.466	1.0
19.94	13.784	1.0
6.101	26.329	1.0
48.497	19.872	1.0
4.808	45.765	1.0
31.037	15.93	1.0
46.9	25.963	1.0
42.515	36.41	1.0
25.921	23.816	1.0
13.388	14.159	1.0
22.768	27.586	1.0
31.221	27.432	1.0
38.13	35.693	1.0
23.056	30.242	1.0
44.517	19.534	1.0
32.182	1.767	1.0
2.436	39.394	1.0
37.243	22.322	1.0
20.351	23.821	1.0
0.894	0.846	0.811	0.795	0.889	0.886	0.793	0.821	0.857	0.848	0.868	0.81	0.852	0.86	0.823	0.867	0.845	0.763	0.828	0.833	0.84
