26
31.031	14.267
31.502	17.432
9.131	6.015	1.0
12.17	33.34	1.0
4.415	6.39	1.0
28.616	33.134	1.0
23.047	43.333	1.0
18.665	0.037	1.0
18.526	34.176	1.0
37.363	18.434	1.0
10.712	43.693	1.0
2.669	16.119	1.0
18.431	12.49	1.0
1.76	29.573	1.0
27.545	5.508	1.0
14.935	5.192	1.0
23.557	1.596	1.0
2.129	22.169	1.0
1.927	36.204	1.0
29.891	19.014	1.0
13.824	26.146	1.0
6.192	3.339	1.0
0.168	44.78	1.0
33.299	35.586	1.0
10.678	20.602	1.0
11.1	8.114	1.0
7.006	12.42	1.0
4.555	19.746	1.0
0.827	0.824	0.839	0.883	0.882	0.847	0.736	0.873	0.802	0.866	0.828	0.862	0.829	0.78	0.778	0.769	0.759	0.856	0.838	0.827	0.812	0.827	0.836	0.863	0.828	0.763
