30
42.754	1.162
17.745	32.131
25.486	30.336	1.0
28.015	40.921	1.0
0.178	27.489	1.0
36.654	46.584	1.0
45.871	27.246	1.0
35.843	16.254	1.0
30.536	43.001	1.0
6.221	42.763	1.0
41.415	20.512	1.0
46.074	21.675	1.0
16.948	5.747	1.0
13.896	10.372	1.0
16.24	13.892	1.0
10.278	25.13	1.0
48.489	38.298	1.0
25.169	48.404	1.0
12.327	13.574	1.0
24.394	18.929	1.0
7.463	39.932	1.0
34.816	1.304	1.0
15.068	1.585	1.0
0.002	39.262	1.0
33.798	8.842	1.0
12.349	42.751	1.0
28.971	5.339	1.0
32.912	11.657	1.0
7.194	27.763	1.0
42.368	3.781	1.0
38.255	6.799	1.0
22.691	25.485	1.0
0.828	0.725	0.876	0.847	0.809	0.73	0.73	0.717	0.804	0.794	0.878	0.875	0.708	0.894	0.883	0.712	0.745	0.761	0.729	0.824	0.773	0.891	0.759	0.881	0.737	0.703	0.718	0.745	0.786	0.721
