24
49.583	13.208
7.196	38.328
16.007	51.151	1.0
49.797	43.974	1.0
44.708	17.73	1.0
12.208	7.845	1.0
36.781	4.329	1.0
24.583	5.914	1.0
50.706	26.217	1.0
26.83	44.766	1.0
6.883	8.064	1.0
18.044	19.237	1.0
8.937	13.7	1.0
35.29	36.699	1.0
47.814	10.993	1.0
11.59	2.475	1.0
26.979	15.845	1.0
43.12	41.8	1.0
1.855	50.937	1.0
48.779	24.497	1.0
24.615	10.046	1.0
11.866	42.246	1.0
28.406	41.889	1.0
32.815	12.12	1.0
48.927	8.452	1.0
35.143	27.459	1.0
0.825	0.814	0.764	0.879	0.895	0.75	0.744	0.862	0.811	0.866	0.88	0.74	0.739	0.73	0.797	0.736	0.88	0.841	0.857	0.788	0.829	0.795	0.754	0.838
